problem,old_ms,new_ms,ratio,status,bucket,rayon,i128,u128,hashmap,pow_mod,already,next,confidence
401,1279,72,17.76,OK,fast_no_action,True,True,False,False,False,,,
402,134,46,2.91,OK,fast_no_action,False,True,False,False,False,,,
403,81,39,2.08,OK,fast_no_action,False,True,False,False,False,,,
404,2694,69,39.04,OK,already_opt_fast,True,False,False,False,False,A/B w3 accept,wave3 rayon accepted (470ms cand),high
405,0,0,,OK,fast_no_action,False,False,True,False,True,,,
406,120,71,1.69,OK,fast_no_action,False,False,False,False,False,,,
407,923,114,8.1,OK,already_opt_fast,True,False,True,False,False,optimized=true,,
408,933,574,1.63,OK,fast_no_action,False,False,False,False,True,,,
409,46,41,1.12,OK,fast_no_action,False,False,False,False,True,,,
410,2747,1006,2.73,OK,sequential_hard,False,False,False,False,False,A/B w3 reject,wave3 rayon over 1e8 cheap j rejected (2747->3132); cite p410,high
411,2977,1482,2.01,OK,needs_refactor,False,False,True,False,True,,"order() via pow_mod peeling; LIS of 2^n,3^n points may parallelize poorly",med
412,19,12,1.58,OK,fast_no_action,False,False,False,False,True,,,
413,1108,631,1.76,OK,fast_no_action,True,False,False,False,False,,,
414,3491,2619,1.33,OK,needs_refactor,False,False,False,False,False,,kaprekar/base-b; check independent bases,low
415,7278,3215,2.26,OK,needs_refactor,False,False,False,False,True,wave2 partial C (unmerged),Incremental p2g=2^g in the g=1..L loop; fuse Lucy sm/lg passes where possible.,high
416,5054,1327,3.81,OK,needs_refactor,False,False,False,False,False,,rayon::join independent M1/M2 mat_pow; deferred i128 reduce in 800^3 mul (m2^2 still tight).,med
417,6755,988,6.84,OK,already_opt_fast,True,False,True,False,True,optimized=true,already parallel; leftover u128 pow_mod_big for p^2,med
418,564,360,1.57,OK,fast_no_action,False,False,True,False,False,,,
419,49,15,3.27,OK,fast_no_action,False,False,False,True,False,,,
420,3633,1072,3.39,OK,needs_refactor,False,False,False,False,False,,independent outer t1 after divisor sieve; memory-bound num_divs though,med
421,5862,469,12.5,OK,already_opt_fast,True,False,False,False,False,A/B w1 accept,wave1 rayon+u64 pow_mod accepted,high
422,10,0,,OK,fast_no_action,False,True,False,False,True,,,
423,1827,719,2.54,OK,fast_playbook_residual,False,False,False,False,False,,profiles memory-bound; consecutive-binomial sum,low
424,590,95,6.21,OK,fast_no_action,True,False,False,False,False,,,
425,266,109,2.44,OK,fast_no_action,False,False,False,False,False,,,
426,234,119,1.97,OK,fast_no_action,False,False,False,False,False,,,
427,8247,1958,4.21,OK,needs_refactor,False,False,False,False,True,wave2 partial C (unmerged),"Precompute all fk with rayon over k, then sequential prefix delta*k; leave fact/inv_fact serial.",high
428,3732,2036,1.83,OK,sequential_hard,False,False,False,True,False,,Lucy pi_1 + HashMap Mertens caches; loop-carried,med
429,452,167,2.71,OK,fast_no_action,False,False,True,False,True,,,
430,156,86,1.81,OK,fast_no_action,False,False,False,False,False,,,
431,21,8,2.62,OK,fast_no_action,False,False,False,False,False,,,
432,1580,506,3.12,OK,sequential_hard,False,True,False,True,False,,recursive totient_sum HashMap; Dirichlet deps,med
433,5426,1892,2.87,OK,needs_refactor,False,False,False,False,False,,"rayon over squarefree g; make extgcd iterative (hot inner a,b).",high
434,662,169,3.92,OK,fast_no_action,False,False,True,False,False,,,
435,14,2,7.0,OK,fast_no_action,False,True,False,False,False,,,
436,1,0,,OK,fast_no_action,False,False,False,False,False,,,
437,5792,2050,2.83,OK,needs_refactor,False,False,True,False,False,,rayon over primes; fib_pair u64 not u128 (p<1e8 so p^2 fits u64).,high
438,378,122,3.1,OK,fast_no_action,False,False,False,False,False,,,
439,3364,942,3.57,OK,already_opt_fast,True,False,False,False,False,optimized=true,sigma_sum already rayon-precomputed,med
440,422,332,1.27,OK,fast_no_action,False,False,False,False,False,,,
441,454,83,5.47,OK,fast_no_action,False,False,False,False,False,,,
442,24,13,1.85,OK,fast_no_action,False,False,False,True,False,,,
443,1265,235,5.38,OK,fast_no_action,False,False,False,False,False,,,
444,9,1,9.0,OK,fast_no_action,False,False,False,False,False,,,
445,6383,1428,4.47,OK,already_opt_still_slow,False,False,False,False,False,A/B w2 accept,wave2 power-cache + egcd inv accepted,high
446,2797,710,3.94,OK,fast_playbook_residual,False,True,False,False,True,,i128 mod_pow/Tonelli with MOD=1e9+7,med
447,3284,1154,2.85,OK,needs_refactor,False,True,False,False,False,,i128 Dirichlet sums; MOD likely 1e9-class,med
448,9138,3563,2.56,OK,already_opt_still_slow,False,False,True,False,False,wave2 partial B (unmerged),"FxHashMap, no dyn Fn, u64 mod already in tree; leftover is sequential Dirichlet k_phi_sum cache.",high
449,10,1,10.0,OK,fast_no_action,False,False,False,False,False,,,
450,550,89,6.18,OK,fast_no_action,True,False,False,False,False,,,
451,2960,994,2.98,OK,fast_playbook_residual,False,True,False,False,False,,modular inverse pairs sieve; i128 CRT combine,low
452,3585,2004,1.79,OK,already_opt_still_slow,False,False,False,False,True,optimized=true,already i128->i64 (M=1234567891); remaining DP sequential,high
453,100,11,9.09,OK,fast_no_action,False,False,True,False,True,,,
454,1186,555,2.14,OK,fast_no_action,False,False,False,False,False,,,
455,3029,38,79.71,OK,already_opt_fast,True,False,False,False,True,A/B w3 accept,wave3 rayon+u64 pow_mod accepted (468ms cand),high
456,779,264,2.95,OK,fast_no_action,False,False,False,False,False,,,
457,1011,322,3.14,OK,fast_no_action,False,True,False,False,True,,,
458,10,1,10.0,OK,fast_no_action,False,False,False,False,False,,,
459,5554,3352,1.66,OK,sequential_hard,False,False,False,False,False,,O(N sqrt N) mex DP is sequential; fuse loops would be a small memory-pass tweak.,med
460,256,154,1.66,OK,fast_no_action,False,False,False,True,False,,,
461,7872,4092,1.92,OK,needs_refactor,False,False,False,False,False,,par_sort_unstable on the 85M pairs (profile is stable sort); skip the third reconstruct pass.,high
462,12,2,6.0,OK,fast_no_action,False,False,False,False,False,,,
463,2,1,2.0,OK,fast_no_action,False,False,False,True,False,,,
464,2995,4113,0.73,OK,needs_refactor,False,False,False,False,False,,Mertens/Möbius window; Lucy vs sieve,low
465,4586,1497,3.06,OK,needs_refactor,False,False,True,False,True,,rayon::join the two Lucy totient prefixes (mod M and M-1); u64 mulmod (MOD^2<2^64) instead of u128.,high
466,1150,353,3.26,OK,fast_no_action,False,False,False,False,False,,,
467,450,198,2.27,OK,fast_no_action,False,False,False,False,False,,,
468,6791,5044,1.35,OK,needs_refactor,False,True,False,False,False,optimized=true,already u32/no-i128; parallelize small-B phase,med
469,10,1,10.0,OK,fast_no_action,False,False,False,False,False,,,
470,1915,1053,1.82,OK,needs_refactor,False,False,False,False,False,,super-rps DP; check state independence,low
471,3,1,3.0,OK,fast_no_action,False,False,False,False,False,,,
472,1,1,1.0,OK,fast_no_action,False,False,False,False,False,,,
473,2,1,2.0,OK,fast_no_action,False,False,False,False,False,,,
474,7,3,2.33,OK,fast_no_action,False,False,False,False,False,,,
475,696,176,3.95,OK,fast_no_action,False,False,True,False,True,,,
476,4755,697,6.82,OK,already_opt_fast,True,False,False,False,False,optimized=true,already parallel brute; minor loop only,high
477,1325,436,3.04,OK,fast_no_action,False,True,False,False,False,,,
478,3672,2284,1.61,OK,already_opt_still_slow,False,False,False,False,True,optimized=true,already i128->i64; remaining recurrence serial,high
479,150,123,1.22,OK,fast_no_action,False,False,False,False,False,,,
480,55,15,3.67,OK,fast_no_action,False,True,False,False,False,,,
481,70,45,1.56,OK,fast_no_action,False,False,False,False,False,,,
482,5435,752,7.23,OK,already_opt_fast,True,True,False,False,False,optimized=true,already parallel; i128 only for one gcd mul,med
483,3696,2518,1.47,OK,needs_refactor,False,False,False,True,False,,HashMap partition memo; cycle-index search,med
484,2571,780,3.3,OK,fast_playbook_residual,False,True,False,False,False,,DFS over primes; i128 only for ans; top-level join possible,low
485,2052,861,2.38,OK,already_opt_fast,False,False,False,False,False,optimized=true,already optimized sliding max/d(n),med
486,2313,32,72.28,OK,already_opt_fast,False,False,True,False,True,A/B w3 accept,wave3 phi-order + incremental 2^k accepted (114ms cand),high
487,522,171,3.05,OK,fast_no_action,False,False,True,False,True,,,
488,9,1,9.0,OK,fast_no_action,False,False,True,True,False,,,
489,296,102,2.9,OK,fast_no_action,False,True,False,False,False,,,
490,197,108,1.82,OK,fast_no_action,False,True,False,False,False,,,
491,11,2,5.5,OK,fast_no_action,False,False,False,False,False,,,
492,518,48,10.79,OK,fast_no_action,True,False,True,False,False,,,
493,10,1,10.0,OK,fast_no_action,False,False,False,False,False,,,
494,1180,809,1.46,OK,fast_no_action,False,False,False,False,False,,,
495,584,357,1.64,OK,fast_no_action,False,False,False,False,True,,,
496,41,16,2.56,OK,fast_no_action,False,True,False,False,False,,,
497,5,3,1.67,OK,fast_no_action,False,False,False,False,True,,,
498,2,1,2.0,OK,fast_no_action,False,False,False,False,True,,,
499,1,1,1.0,OK,fast_no_action,False,False,False,False,False,,,
500,68,33,2.06,OK,fast_no_action,False,False,False,False,False,,,
501,5175,1540,3.36,OK,needs_refactor,False,False,False,False,False,,rayon outer p in the p*q*r loops; pi_small as Vec<u32> (~400MB cut).,high
502,1547,773,2.0,OK,fast_playbook_residual,False,False,False,False,False,,matrix/recurrence castle DP; likely sequential,low
503,27,15,1.8,OK,fast_no_action,False,False,False,False,False,,,
504,134,73,1.84,OK,fast_no_action,False,False,False,False,False,,,
505,6874,4299,1.6,OK,sequential_hard,False,False,False,False,False,,Binary-tree recurrence is strictly sequential; C is the same helper.,high
506,12,2,6.0,OK,fast_no_action,False,True,False,False,False,,,
507,7398,928,7.97,OK,already_opt_fast,True,False,False,False,False,A/B w1 accept,wave1 stack-gauss + rayon accepted; still ~2.7s cand era,high
508,16,6,2.67,OK,fast_no_action,False,False,False,True,False,,,
509,2,1,2.0,OK,fast_no_action,False,False,False,False,False,,,
510,56,23,2.43,OK,fast_no_action,False,False,False,False,False,,,
511,731,177,4.13,OK,already_opt_fast,False,False,True,False,True,optimized=true,,
512,213,61,3.49,OK,fast_no_action,False,False,False,True,False,,,
513,9051,987,9.17,OK,fast_playbook_residual,True,False,False,False,False,optimized=true; wave2 partial B (unmerged),"Current rayon-over-u is still ~9s; port c/513.c Mobius / O(√N) (k,l) pair counts.",med
514,89,57,1.56,OK,fast_no_action,False,False,False,False,False,,,
515,156,78,2.0,OK,fast_no_action,False,False,False,False,False,,,
516,115,31,3.71,OK,fast_no_action,False,False,False,False,False,,,
517,261,108,2.42,OK,fast_no_action,False,False,False,False,True,,,
518,2873,1312,2.19,OK,sequential_hard,False,False,False,False,False,A/B w3 reject,wave3 rayon over 25M k rejected (2873->3811); cite p518,high
519,71,22,3.23,OK,fast_no_action,False,False,False,False,False,,,
520,56,28,2.0,OK,fast_no_action,False,True,False,True,False,,,
521,5756,1685,3.42,OK,sequential_hard,False,True,False,False,False,,Lucy SPF-sum O(N^{2/3}) is loop-carried; only inlining left.,high
522,1063,798,1.33,OK,fast_no_action,False,False,False,False,False,,,
523,9,1,9.0,OK,fast_no_action,False,False,False,False,False,,,
524,3,1,3.0,OK,fast_no_action,False,False,False,False,False,,,
525,165,106,1.56,OK,fast_no_action,False,False,False,False,False,,,
526,2394,620,3.86,OK,fast_playbook_residual,False,False,False,False,False,,largest prime factor near 1e16; SPRP vs sieve window,low
527,3,1,3.0,OK,fast_no_action,False,False,False,True,False,,,
528,18,7,2.57,OK,fast_no_action,False,False,True,False,True,,,
529,2838,844,3.36,OK,already_opt_fast,False,False,True,False,False,optimized=true,already optimized; u128 CRT combine leftover,med
530,1459,277,5.27,OK,already_opt_fast,True,False,False,False,False,optimized=true,,
531,2445,38,64.34,OK,already_opt_fast,True,False,False,False,False,A/B w3 accept,wave3 rayon+iterative egcd accepted (368ms cand),high
532,13,7,1.86,OK,fast_no_action,False,False,False,False,False,,,
533,1646,587,2.8,OK,already_opt_fast,True,False,False,False,False,,already rayon; Carmichael lambda remaining,med
534,6556,912,7.19,OK,already_opt_fast,True,False,False,True,False,A/B w2 accept,wave2 rayon over k accepted,high
535,231,81,2.85,OK,fast_no_action,False,True,False,False,False,,,
536,8526,2570,3.32,OK,needs_refactor,False,False,False,False,False,wave2 partial C (unmerged),"rayon over root-level prime index in helper (independent subtrees, per-thread ans).",high
537,524,192,2.73,OK,fast_no_action,False,True,False,False,False,,,
538,3538,1610,2.2,OK,needs_refactor,False,False,False,False,False,,maximum quadrilaterals; look at hull loops,low
539,3,1,3.0,OK,fast_no_action,False,False,False,True,False,,,
540,6993,1311,5.33,OK,already_opt_still_slow,True,False,False,False,False,A/B w1 accept,wave1 rayon m-loop accepted (still ~5s cand),high
541,204,60,3.4,OK,fast_no_action,False,True,False,True,True,,,
542,1359,846,1.61,OK,fast_no_action,False,False,False,False,False,,,
543,7368,2348,3.14,OK,needs_refactor,False,False,False,False,False,wave2 partial B (unmerged),"One prefix popcount of the bit sieve, then O(1) pi for all F_k; drop 42 full scans.",high
544,2061,451,4.57,OK,already_opt_fast,False,False,False,False,False,A/B w3 accept,wave3 no-clone FxHashMap + i32 stack DP accepted,high
545,1642,352,4.66,OK,already_opt_fast,True,False,False,False,False,optimized=true,rayon segmented sieve 8.5s->1.6s,high
546,20,14,1.43,OK,fast_no_action,False,True,False,True,False,,,
547,17,8,2.12,OK,fast_no_action,False,False,False,False,False,,,
548,3949,574,6.88,OK,fast_playbook_residual,False,False,False,True,False,,HashMap g(n) over exponent signatures,med
549,31,12,2.58,OK,fast_no_action,False,False,False,False,False,,,
550,970,396,2.45,OK,fast_no_action,False,True,False,False,False,,,
551,6,2,3.0,OK,fast_no_action,False,False,False,True,False,,,
552,8468,2877,2.94,OK,sequential_hard,False,False,False,False,False,,O(L^2) Garner with loop-carried a/prod; C identical; no rayon/i128 play.,high
553,836,640,1.31,OK,fast_no_action,False,False,False,False,False,,,
554,1339,680,1.97,OK,fast_no_action,False,False,False,False,False,,,
555,24,13,1.85,OK,fast_no_action,False,False,False,False,False,,,
556,1087,465,2.34,OK,fast_no_action,False,False,False,True,False,,,
557,5324,98,54.33,OK,already_opt_fast,True,False,False,False,False,A/B w1 accept,wave1 rayon over a accepted,high
558,2357,266,8.86,OK,already_opt_fast,True,False,False,False,False,A/B w1 accept,wave1 accepted 7.5s->1.2s,high
559,7090,5518,1.28,OK,needs_refactor,False,False,False,False,False,wave2 partial B (unmerged),rayon over independent k (each owns dp/parts); precompute pow_inv_fact once.,high
560,748,245,3.05,OK,fast_no_action,False,True,False,False,False,,,
561,13,1,13.0,OK,fast_no_action,False,False,False,False,False,,,
562,372,225,1.65,OK,fast_no_action,False,False,False,False,False,,,
563,3144,828,3.8,OK,already_opt_fast,True,False,False,False,False,optimized=true,par_sort_unstable 182M areas already,high
564,564,224,2.52,OK,fast_no_action,True,False,False,False,False,,,
565,997,241,4.14,OK,fast_no_action,False,True,False,False,False,,,
566,376,113,3.33,OK,fast_no_action,True,True,False,False,False,,,
567,517,305,1.7,OK,fast_no_action,False,False,False,False,False,,,
568,13,1,13.0,OK,fast_no_action,False,False,False,False,False,,,
569,887,328,2.7,OK,fast_no_action,False,False,False,False,False,,,
570,1057,82,12.89,OK,fast_no_action,True,False,False,False,True,,,
571,3362,887,3.79,OK,already_opt_fast,False,False,False,False,False,optimized=true,already optimized pandigital search,med
572,343,161,2.13,OK,fast_no_action,False,False,False,False,False,,,
573,56,65,0.86,OK,fast_no_action,False,False,False,False,False,,,
574,67,33,2.03,OK,fast_no_action,False,False,True,False,False,,,
575,6,2,3.0,OK,fast_no_action,False,False,False,False,False,,,
576,1373,677,2.03,OK,fast_no_action,True,False,False,False,False,,,
577,12,0,,OK,fast_no_action,False,True,False,False,False,,,
578,4654,2491,1.87,OK,needs_refactor,False,False,False,True,False,,FxHashMap memos; rayon top-level prime branches with private maps then merge.,med
579,165,64,2.58,OK,fast_no_action,False,False,False,False,False,,,
580,3121,1153,2.71,OK,sequential_hard,False,False,False,False,False,,profiles memory-bound squarefree Hilbert; likely Lucy,low
581,791,289,2.74,OK,fast_no_action,False,True,False,False,False,,,
582,8,3,2.67,OK,fast_no_action,False,False,False,False,False,,,
583,4922,853,5.77,OK,fast_playbook_residual,True,False,False,False,False,optimized=true,already rayon; C uses O(n) two-pointer vs O(n^2),high
584,1706,357,4.78,OK,already_opt_fast,True,False,False,False,False,optimized=true,par_chunks_mut mat_mul 8.3s->1.7s,high
585,6709,2248,2.98,OK,needs_refactor,False,False,False,False,False,,"rayon over g+h for the O(N log N) second sum; integer is_sq (no f64) in the s,t nest.",high
586,2568,125,20.54,OK,already_opt_fast,True,False,False,False,False,A/B w3 accept,wave3 k=1/k=2 join + odd sieve accepted,high
587,13,1,13.0,OK,fast_no_action,False,False,False,False,False,,,
588,5,1,5.0,OK,fast_no_action,False,False,False,False,False,,,
589,2464,137,17.99,OK,already_opt_fast,True,False,False,False,False,A/B w3 accept,"wave3 rayon (m,n) systems accepted",high
590,382,118,3.24,OK,fast_no_action,False,False,False,False,True,,,
591,81,35,2.31,OK,fast_no_action,False,True,False,False,False,,,
592,5538,4141,1.34,OK,needs_refactor,False,False,True,False,False,,rayon the 27 independent f_vals blocks (each is 2^22 odd products).,high
593,4031,1513,2.66,OK,sequential_hard,False,False,False,False,False,,Fenwick sliding median + 2e8 sieve,high
594,53,24,2.21,OK,fast_no_action,False,False,False,False,False,,,
595,5,1,5.0,OK,fast_no_action,False,False,False,False,False,,,
596,3607,1090,3.31,OK,needs_refactor,False,False,False,False,False,,lattice points in hypersphere; Dirichlet hyperbola?,low
597,133,73,1.82,OK,fast_no_action,False,False,False,False,False,,,
598,69,29,2.38,OK,fast_no_action,False,False,False,True,False,,,
599,4,1,4.0,OK,fast_no_action,False,False,False,False,False,,,
600,12,6,2.0,OK,fast_no_action,False,True,True,False,False,,,
601,4,1,4.0,OK,fast_no_action,False,False,True,False,False,,,
602,1360,408,3.33,OK,fast_no_action,False,False,True,False,True,,,
603,378,107,3.53,OK,fast_no_action,False,True,False,False,True,,,
604,192,24,8.0,OK,fast_no_action,False,False,False,False,False,,,
605,12,1,12.0,OK,fast_no_action,False,False,True,False,True,,,
606,5232,1536,3.41,OK,sequential_hard,False,False,False,False,False,A/B w2 reject,already pure u64 Lucy; rayon rejected; cite p606,high
607,12,1,12.0,OK,fast_no_action,False,False,False,False,False,,,
608,5833,1687,3.46,OK,sequential_hard,False,True,False,False,False,optimized=true,Lucy+DFS 800MB; chunk sieve not compute-bound,high
609,954,332,2.87,OK,fast_no_action,True,False,True,False,False,,,
610,5,1,5.0,OK,fast_no_action,False,False,False,True,False,,,
611,7122,1465,4.86,OK,needs_refactor,False,False,False,False,False,,Cache p%4 and avoid n_val/p/p in DFS; rayon top-level prime-power frames after Lucy.,med
612,28,4,7.0,OK,fast_no_action,False,False,True,False,True,,,
613,4,1,4.0,OK,fast_no_action,False,False,False,False,False,,,
614,7281,9153,0.8,OK,needs_refactor,True,False,False,False,False,optimized=true,Phase-2 small offsets stay serial; transpose/accumulate thread_temps to cut merge traffic.,low
615,2089,485,4.31,OK,fast_playbook_residual,False,False,False,False,False,,numbers with many 2s; prime-exp DFS?,low
616,83,37,2.24,OK,fast_no_action,False,False,False,False,False,,,
617,117,30,3.9,OK,fast_no_action,False,False,False,False,False,,,
618,204,138,1.48,OK,fast_no_action,False,False,False,False,False,,,
619,16,3,5.33,OK,fast_no_action,False,True,False,False,True,,,
620,455,244,1.86,OK,fast_no_action,False,False,False,False,False,,,
621,1569,312,5.03,OK,fast_playbook_residual,False,False,False,False,False,,Tonelli/pow_mod_local; memory-bound per profiles,low
622,47,9,5.22,OK,fast_no_action,False,True,False,False,True,,,
623,3321,2336,1.42,OK,needs_refactor,False,False,False,False,False,,lambda expressions / combinatorics DP,low
624,12,1,12.0,OK,fast_no_action,False,True,False,False,True,,,
625,2409,700,3.44,OK,sequential_hard,False,False,False,False,False,,sum gcd Dirichlet; typically Lucy/prefix,low
626,3495,1039,3.36,OK,needs_refactor,False,True,False,False,True,,binary-matrix palindromes; bit DP?,low
627,13,1,13.0,OK,fast_no_action,False,True,False,False,True,,,
628,2192,287,7.64,OK,already_opt_fast,False,False,False,False,False,A/B w3 accept,wave3 i128->u64 factorial accepted,high
629,77,43,1.79,OK,fast_no_action,False,False,False,False,False,,,
630,1090,708,1.54,OK,fast_no_action,False,False,False,False,False,,,
631,27,10,2.7,OK,fast_no_action,False,True,False,False,False,,,
632,2277,514,4.43,OK,already_opt_fast,True,True,False,False,False,optimized=true,already optimized + rayon,med
633,29,9,3.22,OK,fast_no_action,False,False,False,False,False,,,
634,96,18,5.33,OK,fast_no_action,False,False,False,False,False,,,
635,3183,1197,2.66,OK,already_opt_still_slow,True,False,False,False,True,optimized=true,already rayon; local u64 mod_pow,med
636,3362,592,5.68,OK,already_opt_fast,True,True,False,False,False,,inner-use rayon already,med
637,5285,1854,2.85,OK,needs_refactor,False,False,False,False,False,,rayon::join compute_f(10) and compute_f(3); par_iter the 10M i-loop inside each.,high
638,633,189,3.35,OK,fast_no_action,False,True,False,False,True,,,
639,4017,1363,2.95,OK,needs_refactor,False,True,False,False,True,,i128 powmod MOD=1e9+7; powerful-number iteration,med
640,232,69,3.36,OK,fast_no_action,False,False,False,False,False,,,
641,87,38,2.29,OK,fast_no_action,False,False,False,True,False,,,
642,6313,810,7.79,OK,sequential_hard,False,False,False,False,False,,Lucy prime-sum then DFS; triage says top-level DFS rayon possible,med
643,2496,704,3.55,OK,sequential_hard,False,True,False,False,False,,profiles memory-bound 2-smooth-ish gcd sums,low
644,1447,596,2.43,OK,fast_no_action,False,False,False,True,False,,,
645,12,1,12.0,OK,fast_no_action,False,False,False,False,False,,,
646,879,365,2.41,OK,fast_no_action,False,False,False,False,True,,,
647,752,311,2.42,OK,fast_no_action,False,False,False,False,False,,,
648,438,352,1.24,OK,fast_no_action,False,False,False,False,False,,,
649,15,1,15.0,OK,fast_no_action,False,False,False,False,False,,,
650,4960,879,5.64,OK,already_opt_fast,False,False,False,False,False,A/B w2 accept,wave2 i128->u64 power/D(n) accepted,high
651,89,25,3.56,OK,fast_no_action,False,True,False,False,False,,,
652,45,14,3.21,OK,fast_no_action,False,True,False,False,False,,,
653,34,18,1.89,OK,fast_no_action,False,False,False,False,False,,,
654,4458,1314,3.39,OK,needs_refactor,False,False,True,False,False,optimized=true,NTT mulmod uses u128; P1/P2/P3 all <2^32 so u64 mulmod,med
655,7057,2387,2.96,OK,needs_refactor,False,False,False,False,True,,Eliminate inner %k via split-index add; sparse nonzero-j list instead of scanning 10M zeros.,high
656,16,2,8.0,OK,fast_no_action,False,False,False,False,False,,,
657,6424,132,48.67,OK,already_opt_fast,True,False,False,False,False,A/B w2 accept,wave2 rayon 10M pow + u64 accepted,high
658,1033,374,2.76,OK,fast_no_action,True,True,False,False,True,,,
659,3204,678,4.73,OK,fast_playbook_residual,False,True,False,False,True,,Tonelli pow_mod i64; largest prime factor of n^2+1,low
660,4366,1942,2.25,OK,already_opt_still_slow,True,False,False,False,False,,inner rayon already; leftover branchy search,med
661,35,18,1.94,OK,fast_no_action,False,False,False,False,False,,,
662,4632,1814,2.55,OK,sequential_hard,False,False,False,False,False,,Lattice DP with carried h_jumps; rayon on cheap x-adds likely regresses (playbook tiny-iter).,med
663,1018,314,3.24,OK,fast_no_action,False,False,False,False,False,,,
664,94,58,1.62,OK,fast_no_action,False,False,False,False,False,,,
665,865,373,2.32,OK,fast_no_action,False,False,False,False,False,,,
666,14,2,7.0,OK,fast_no_action,False,False,False,False,False,,,
667,6,2,3.0,OK,fast_no_action,False,False,False,False,False,,,
668,130,38,3.42,OK,fast_no_action,False,False,False,False,False,,,
669,2,0,,OK,fast_no_action,False,False,True,False,False,,,
670,7,1,7.0,OK,fast_no_action,False,True,False,False,False,,,
671,525,74,7.09,OK,fast_no_action,False,True,False,False,False,,,
672,2000,1,2000.0,OK,fast_playbook_residual,False,True,False,False,False,,totient/collatz-like; look at memo vs sieve,low
673,4,1,4.0,OK,fast_no_action,False,True,False,False,True,,,
674,340,61,5.57,OK,fast_no_action,True,False,False,False,False,,,
675,1767,446,3.96,OK,already_opt_fast,False,False,False,False,False,A/B w3 accept,wave3 u64 S(i!) still serial 1.6s; loop-carried exponents,high
676,57,7,8.14,OK,fast_no_action,False,True,False,True,False,,,
677,1005,734,1.37,OK,already_opt_fast,False,False,False,False,False,optimized=true,,
678,1436,305,4.71,OK,already_opt_fast,True,True,False,False,False,optimized=true,,
679,14,2,7.0,OK,fast_no_action,False,False,False,False,False,,,
680,6372,1870,3.41,OK,sequential_hard,False,True,False,False,False,optimized=true,implicit treap N=1e18 K=1e6; recursion/stack only,high
681,16163,2681,6.03,OK,needs_refactor,True,False,False,False,False,wave2 partial C (unmerged),Work flattening exists but heavy highly-composite K still starve; split those K by divisor-pair chunks.,med
682,18,4,4.5,OK,fast_no_action,False,True,False,False,False,,,
683,16,6,2.67,OK,fast_no_action,False,False,False,False,False,,,
684,5,1,5.0,OK,fast_no_action,False,True,False,False,False,,,
685,24,7,3.43,OK,fast_no_action,False,True,False,False,False,,,
686,689,139,4.96,OK,fast_no_action,False,False,False,False,False,,,
687,45,18,2.5,OK,fast_no_action,False,False,False,True,False,,,
688,2691,68,39.57,OK,already_opt_fast,True,False,False,False,False,A/B w3 accept,wave3 k-chunks + u64 mulmod accepted,high
689,56,22,2.55,OK,fast_no_action,False,False,False,False,False,,,
690,537,206,2.61,OK,fast_no_action,False,True,False,False,False,,,
691,8100,1140,7.11,OK,needs_refactor,False,False,False,False,False,,Replace doubling SA with SA-IS O(n); keep LCP/UF sweep.,med
692,12,1,12.0,OK,fast_no_action,False,False,False,False,False,,,
693,7149,705,10.14,OK,already_opt_fast,False,False,False,False,False,A/B w1 accept,wave1 gen-counter vs 24MB zero; still ~5.3s cand,high
694,180,31,5.81,OK,fast_no_action,False,False,False,False,False,,,
695,13,1,13.0,OK,fast_no_action,False,False,False,False,False,,,
696,90,40,2.25,OK,fast_no_action,False,True,False,True,False,,,
697,132,44,3.0,OK,fast_no_action,False,False,False,False,False,,,
698,5,1,5.0,OK,fast_no_action,False,False,False,False,False,,,
699,2973,548,5.43,OK,fast_playbook_residual,False,False,False,False,False,,q-smooth-like; recursive enumeration?,low
700,232,179,1.3,OK,fast_no_action,False,False,False,False,False,,,
701,3787,1635,2.32,OK,needs_refactor,False,False,False,True,False,,HashMap State DP per row; encode to Vec,med
702,15,1,15.0,OK,fast_no_action,False,False,False,False,False,,,
703,196,116,1.69,OK,fast_no_action,False,False,False,False,False,,,
704,15,1,15.0,OK,fast_no_action,False,False,False,False,False,,,
705,3143,1429,2.2,OK,already_opt_still_slow,False,False,False,False,False,optimized=true,already u128->u64 MOD=1e9+7,high
706,9,5,1.8,OK,fast_no_action,False,True,False,False,False,,,
707,31,16,1.94,OK,fast_no_action,False,True,False,False,True,,,
708,7611,1831,4.16,OK,needs_refactor,False,False,False,False,False,,Memoize sum_floor_quotients for q>l; rayon independent root prime subtrees.,med
709,1348,862,1.56,OK,fast_no_action,False,False,False,False,False,,,
710,101,66,1.53,OK,fast_no_action,False,False,False,False,True,,,
711,178,84,2.12,OK,fast_no_action,False,True,False,False,True,,,
712,4471,1019,4.39,OK,sequential_hard,False,False,False,False,False,,Lucy pi for large p dominates; small-prime double loop is cheap vs the sequential sieve.,med
713,47,16,2.94,OK,fast_no_action,False,False,False,False,False,,,
714,2556,591,4.32,OK,already_opt_fast,True,False,False,False,False,optimized=true,already rayon search,med
715,9958,3747,2.66,OK,needs_refactor,False,True,False,False,False,wave2 partial B (unmerged),Store ff as Vec<u32> (halves ~800MB SPF) and linear-sieve mu_prime; big[i] Lucy fill stays sequential.,high
716,33,14,2.36,OK,fast_no_action,False,True,False,False,False,,,
717,1350,210,6.43,OK,fast_no_action,False,False,True,False,True,,,
