problem,old_ms,xt_ms,now_ms,status,old_to_now,xt_to_now
565,997.0,241.0,266.4,OK,3.74,0.9
566,376.0,113.0,116.1,OK,3.24,0.97
567,517.0,305.0,313.7,OK,1.65,0.97
568,13.0,1.0,1.1,OK,11.82,0.91
569,887.0,328.0,342.0,OK,2.59,0.96
570,1057.0,82.0,85.4,OK,12.38,0.96
571,3362.0,887.0,77.5,OK,43.38,11.45
572,343.0,161.0,165.8,OK,2.07,0.97
573,56.0,65.0,67.3,OK,0.83,0.97
574,67.0,33.0,34.6,OK,1.94,0.95
575,6.0,2.0,2.8,OK,2.14,0.71
576,1373.0,677.0,685.5,OK,2.0,0.99
577,12.0,0.0,1.3,OK,9.23,
578,4654.0,2491.0,1180.0,OK,3.94,2.11
579,165.0,64.0,65.0,OK,2.54,0.98
580,3121.0,1153.0,110.4,OK,28.27,10.44
581,791.0,289.0,288.5,OK,2.74,1.0
582,8.0,3.0,3.3,OK,2.42,0.91
583,4922.0,853.0,202.4,OK,24.32,4.21
584,1706.0,357.0,355.2,OK,4.8,1.01
585,6709.0,2248.0,249.1,OK,26.93,9.02
586,2568.0,125.0,126.3,OK,20.33,0.99
587,13.0,1.0,1.1,OK,11.82,0.91
588,5.0,1.0,1.1,OK,4.55,0.91
589,2464.0,137.0,141.7,OK,17.39,0.97
590,382.0,118.0,120.8,OK,3.16,0.98
591,81.0,35.0,37.6,OK,2.15,0.93
592,5538.0,4141.0,181.8,OK,30.46,22.78
593,4031.0,1513.0,52.9,OK,76.20,28.60
594,53.0,24.0,23.8,OK,2.23,1.01
595,5.0,1.0,1.0,OK,5.0,1.0
596,3607.0,1090.0,280.0,OK,12.88,3.89
597,133.0,73.0,74.4,OK,1.79,0.98
598,69.0,29.0,30.1,OK,2.29,0.96
599,4.0,1.0,1.0,OK,4.0,1.0
600,12.0,6.0,6.6,OK,1.82,0.91
601,4.0,1.0,1.0,OK,4.0,1.0
602,1360.0,408.0,29.3,OK,46.42,13.92
603,378.0,107.0,110.2,OK,3.43,0.97
604,192.0,24.0,25.0,OK,7.68,0.96
605,12.0,1.0,1.0,OK,12.0,1.0
606,5232.0,1536.0,336.2,OK,15.56,4.57
607,12.0,1.0,1.3,OK,9.23,0.77
608,5833.0,1687.0,74.2,OK,78.61,22.74
609,954.0,332.0,332.3,OK,2.87,1.0
610,5.0,1.0,1.7,OK,2.94,0.59
611,7122.0,1465.0,543.3,OK,13.11,2.70
612,28.0,4.0,4.4,OK,6.36,0.91
613,4.0,1.0,1.2,OK,3.33,0.83
614,7281.0,9153.0,936.0,OK,7.78,9.78
615,2089.0,485.0,477.9,OK,4.37,1.01
616,83.0,37.0,39.2,OK,2.12,0.94
617,117.0,30.0,47.0,OK,2.49,0.64
618,204.0,138.0,156.6,OK,1.3,0.88
619,16.0,3.0,4.0,OK,4.0,0.75
620,455.0,244.0,250.4,OK,1.82,0.97
621,1569.0,312.0,320.9,OK,4.89,0.97
622,47.0,9.0,9.8,OK,4.8,0.92
623,3321.0,2336.0,216.0,OK,15.38,10.81
624,12.0,1.0,1.0,OK,12.0,1.0
625,2409.0,700.0,57.2,OK,42.12,12.24
626,3495.0,1039.0,2.0,OK,1747.50,519.50
627,13.0,1.0,1.1,OK,11.82,0.91
628,2192.0,287.0,296.3,OK,7.4,0.97
629,77.0,43.0,44.4,OK,1.73,0.97
630,1090.0,708.0,22.4,OK,48.66,31.61
631,27.0,10.0,10.8,OK,2.5,0.93
632,2277.0,514.0,529.5,OK,4.3,0.97
633,29.0,9.0,11.1,OK,2.61,0.81
634,96.0,18.0,18.6,OK,5.16,0.97
635,3183.0,1197.0,292.8,OK,10.87,4.09
636,3362.0,592.0,267.0,OK,12.59,2.22
637,5285.0,1854.0,143.4,OK,36.85,12.93
638,633.0,189.0,192.1,OK,3.3,0.98
639,4017.0,1363.0,118.9,OK,33.78,11.46
640,232.0,69.0,72.4,OK,3.2,0.95
641,87.0,38.0,37.7,OK,2.31,1.01
642,6313.0,810.0,308.0,OK,20.50,2.63
643,2496.0,704.0,741.6,OK,3.37,0.95
644,1447.0,596.0,28.0,OK,51.68,21.29
645,12.0,1.0,1.1,OK,10.91,0.91
646,879.0,365.0,54.7,OK,16.07,6.67
647,752.0,311.0,323.3,OK,2.33,0.96
648,438.0,352.0,367.4,OK,1.19,0.96
649,15.0,1.0,1.1,OK,13.64,0.91
650,4960.0,879.0,912.2,OK,5.44,0.96
651,89.0,25.0,24.4,OK,3.65,1.02
652,45.0,14.0,15.9,OK,2.83,0.88
653,34.0,18.0,18.0,OK,1.89,1.0
654,4458.0,1314.0,1129.3,OK,3.95,1.16
655,7057.0,2387.0,541.0,OK,13.04,4.41
656,16.0,2.0,2.7,OK,5.93,0.74
657,6424.0,132.0,139.5,OK,46.05,0.95
658,1033.0,374.0,389.4,OK,2.65,0.96
659,3204.0,678.0,47.6,OK,67.31,14.24
660,4366.0,1942.0,492.2,OK,8.87,3.95
661,35.0,18.0,19.6,OK,1.79,0.92
662,4632.0,1814.0,1126.0,OK,4.11,1.61
663,1018.0,314.0,342.7,OK,2.97,0.92
664,94.0,58.0,60.9,OK,1.54,0.95
665,865.0,373.0,380.8,OK,2.27,0.98
666,14.0,2.0,3.0,OK,4.67,0.67
667,6.0,2.0,2.0,OK,3.0,1.0
668,130.0,38.0,39.7,OK,3.27,0.96
669,2.0,0.0,1.0,OK,2.0,
670,7.0,1.0,1.3,OK,5.38,0.77
671,525.0,74.0,76.5,OK,6.86,0.97
672,2000.0,1.0,1.2,OK,1666.67,0.83
673,4.0,1.0,1.0,OK,4.0,1.0
674,340.0,61.0,63.8,OK,5.33,0.96
675,1767.0,446.0,496.0,OK,3.56,0.9
676,57.0,7.0,6.8,OK,8.38,1.03
677,1005.0,734.0,16.0,OK,62.81,45.88
678,1436.0,305.0,315.0,OK,4.56,0.97
679,14.0,2.0,2.1,OK,6.67,0.95
680,6372.0,1870.0,2142.8,OK,2.97,0.87
681,16163.0,2681.0,927.0,OK,17.44,2.89
682,18.0,4.0,4.9,OK,3.67,0.82
683,16.0,6.0,6.9,OK,2.32,0.87
684,5.0,1.0,0.9,OK,5.56,1.11
685,24.0,7.0,7.4,OK,3.24,0.95
686,689.0,139.0,143.0,OK,4.82,0.97
687,45.0,18.0,20.3,OK,2.22,0.89
688,2691.0,68.0,71.5,OK,37.64,0.95
689,56.0,22.0,23.8,OK,2.35,0.92
690,537.0,206.0,210.6,OK,2.55,0.98
691,8100.0,1140.0,270.0,OK,30.0,4.22
692,12.0,1.0,1.2,OK,10.0,0.83
693,7149.0,705.0,676.3,OK,10.57,1.04
694,180.0,31.0,32.8,OK,5.49,0.95
695,13.0,1.0,1.1,OK,11.82,0.91
696,90.0,40.0,42.2,OK,2.13,0.95
697,132.0,44.0,47.0,OK,2.81,0.94
698,5.0,1.0,1.3,OK,3.85,0.77
699,2973.0,548.0,4.6,OK,646.3,119.13
700,232.0,179.0,184.4,OK,1.26,0.97
701,3787.0,1635.0,183.8,OK,20.6,8.9
702,15.0,1.0,1.2,OK,12.5,0.83
703,196.0,116.0,112.7,OK,1.74,1.03
704,15.0,1.0,1.2,OK,12.5,0.83
705,3143.0,1429.0,80.2,OK,39.19,17.82
706,9.0,5.0,5.1,OK,1.76,0.98
707,31.0,16.0,18.5,OK,1.68,0.86
708,7611.0,1831.0,191.0,OK,39.85,9.59
709,1348.0,862.0,108.0,OK,12.48,7.98
710,101.0,66.0,72.8,OK,1.39,0.91
711,178.0,84.0,83.6,OK,2.13,1.0
712,4471.0,1019.0,321.6,OK,13.9,3.17
713,47.0,16.0,17.3,OK,2.72,0.92
714,2556.0,591.0,642.4,OK,3.98,0.92
715,9958.0,3747.0,229.9,OK,43.31,16.30
716,33.0,14.0,14.8,OK,2.23,0.95
717,1350.0,210.0,217.8,OK,6.2,0.96
718,3407.0,295.0,358.9,OK,9.49,0.82
719,329.0,98.0,101.2,OK,3.25,0.97
720,948.0,306.0,318.8,OK,2.97,0.96
721,658.0,111.0,116.2,OK,5.66,0.96
722,13.0,0.0,1.0,OK,13.0,
723,34.0,12.0,13.7,OK,2.48,0.88
724,207.0,185.0,191.6,OK,1.08,0.97
725,12.0,1.0,2.0,OK,6.0,0.5
726,692.0,278.0,282.6,OK,2.45,0.98
727,16.0,2.0,2.8,OK,5.71,0.71
728,865.0,323.0,340.2,OK,2.54,0.95
729,2444.0,1830.0,73.0,OK,33.48,25.07
730,4301.0,524.0,547.9,OK,7.85,0.96
731,13.0,1.0,0.9,OK,14.44,1.11
732,783.0,478.0,72.7,OK,10.77,6.57
733,1177.0,647.0,83.0,OK,14.18,7.8
734,374.0,128.0,129.0,OK,2.9,0.99
735,10556.0,715.0,751.9,OK,14.04,0.95
736,13.0,1.0,1.8,OK,7.22,0.56
737,47.0,33.0,34.9,OK,1.35,0.95
738,1716.0,809.0,658.5,OK,2.61,1.23
739,4005.0,1563.0,50.7,OK,78.99,30.83
740,31.0,10.0,9.8,OK,3.16,1.02
741,2803.0,614.0,629.0,OK,4.46,0.98
742,303.0,145.0,147.1,OK,2.06,0.99
743,2305.0,737.0,752.8,OK,3.06,0.98
744,12.0,1.0,1.1,OK,10.91,0.91
745,212.0,73.0,74.9,OK,2.83,0.97
746,522.0,159.0,162.7,OK,3.21,0.98
747,1553.0,456.0,466.0,OK,3.33,0.98
748,3196.0,1088.0,35.0,OK,91.31,31.09
749,217.0,140.0,143.8,OK,1.51,0.97
750,412.0,177.0,182.1,OK,2.26,0.97
751,12.0,1.0,1.1,OK,10.91,0.91
752,2744.0,37.0,38.1,OK,72.02,0.97
753,59.0,18.0,20.1,OK,2.94,0.9
754,3406.0,1033.0,106.2,OK,32.07,9.73
755,2.0,1.0,1.1,OK,1.82,0.91
756,1342.0,151.0,159.3,OK,8.42,0.95
757,2639.0,451.0,480.0,OK,5.5,0.94
758,476.0,148.0,149.5,OK,3.18,0.99
759,17.0,1.0,1.1,OK,15.45,0.91
760,4.0,1.0,1.1,OK,3.64,0.91
761,4.0,1.0,0.9,OK,4.44,1.11
762,5.0,3.0,4.0,OK,1.25,0.75
763,4468.0,614.0,38.6,OK,115.75,15.91
764,17.0,4.0,4.2,OK,4.05,0.95
765,4.0,1.0,1.1,OK,3.64,0.91
766,1467.0,910.0,112.2,OK,13.07,8.11
767,516.0,136.0,142.4,OK,3.62,0.96
768,23.0,7.0,6.8,OK,3.38,1.03
769,5831.0,3120.0,707.9,OK,8.24,4.41
770,13.0,1.0,1.0,OK,13.0,1.0
771,13.0,4.0,4.0,OK,3.25,1.0
772,784.0,196.0,211.1,OK,3.71,0.93
773,13.0,1.0,1.4,OK,9.29,0.71
774,7386.0,3766.0,1436.4,OK,5.14,2.62
775,796.0,265.0,273.5,OK,2.91,0.97
776,14.0,2.0,2.5,OK,5.6,0.8
777,125.0,48.0,50.1,OK,2.5,0.96
778,13.0,1.0,1.2,OK,10.83,0.83
779,4.0,1.0,1.3,OK,3.08,0.77
780,2038.0,632.0,61.0,OK,33.41,10.36
781,1198.0,934.0,45.4,OK,26.39,20.57
782,14227.0,1356.0,802.5,OK,17.73,1.69
783,21.0,6.0,6.5,OK,3.23,0.92
784,2807.0,68.0,71.4,OK,39.31,0.95
785,6963.0,84.0,87.0,OK,80.03,0.97
786,4548.0,1457.0,1145.7,OK,3.97,1.27
787,199.0,71.0,70.1,OK,2.84,1.01
788,122.0,68.0,68.3,OK,1.79,1.0
789,1527.0,331.0,46.0,OK,33.2,7.2
790,571.0,301.0,308.4,OK,1.85,0.98
791,342.0,262.0,264.9,OK,1.29,0.99
792,703.0,242.0,240.8,OK,2.92,1.0
793,366.0,197.0,199.4,OK,1.84,0.99
794,67.0,24.0,24.8,OK,2.7,0.97
795,553.0,174.0,177.6,OK,3.11,0.98
796,283.0,186.0,184.7,OK,1.53,1.01
797,7001.0,2845.0,1049.6,OK,6.67,2.71
798,965.0,415.0,417.6,OK,2.31,0.99
799,4521.0,1240.0,87.0,OK,51.97,14.25
800,257.0,54.0,56.0,OK,4.59,0.96
801,939.0,294.0,307.8,OK,3.05,0.96
802,352.0,94.0,95.2,OK,3.7,0.99
803,366.0,237.0,240.7,OK,1.52,0.98
804,249.0,113.0,111.2,OK,2.24,1.02
805,686.0,283.0,281.0,OK,2.44,1.01
806,209.0,86.0,86.7,OK,2.41,0.99
807,1.0,1.0,1.3,OK,0.77,0.77
808,705.0,194.0,193.3,OK,3.65,1.0
809,12.0,1.0,1.1,OK,10.91,0.91
810,2459.0,1001.0,26.5,OK,92.79,37.77
811,12.0,1.0,1.0,OK,12.0,1.0
812,53.0,44.0,43.0,OK,1.23,1.02
813,5.0,1.0,1.1,OK,4.55,0.91
814,652.0,329.0,6.9,OK,94.49,47.68
815,1400.0,973.0,592.9,OK,2.36,1.64
816,146.0,67.0,68.9,OK,2.12,0.97
817,202.0,60.0,61.6,OK,3.28,0.97
818,1604.0,776.0,13.5,OK,118.81,57.48
819,4.0,2.0,2.0,OK,2.0,1.0
820,354.0,38.0,38.9,OK,9.1,0.98
821,12.0,1.0,1.1,OK,10.91,0.91
822,83.0,45.0,47.0,OK,1.77,0.96
823,1536.0,775.0,83.0,OK,18.51,9.34
824,2487.0,433.0,431.7,OK,5.76,1.0
825,131.0,40.0,42.5,OK,3.08,0.94
826,7.0,4.0,4.8,OK,1.46,0.83
827,2626.0,434.0,437.7,OK,6.0,0.99
828,195.0,37.0,37.3,OK,5.23,0.99
829,11685.0,7407.0,566.5,OK,20.63,13.08
830,72.0,18.0,17.8,OK,4.04,1.01
831,0.0,1.0,1.2,OK,,0.83
832,0.0,1.0,0.9,OK,,1.11
833,112.0,32.0,34.0,OK,3.29,0.94
834,268.0,24.0,24.0,OK,11.17,1.0
835,12.0,1.0,0.9,OK,13.33,1.11
836,5.0,1.0,0.9,OK,5.56,1.11
837,2638.0,1322.0,70.9,OK,37.21,18.65
838,12.0,7.0,7.2,OK,1.67,0.97
839,458.0,163.0,163.2,OK,2.81,1.0
840,1195.0,333.0,334.1,OK,3.58,1.0
841,319.0,78.0,81.8,OK,3.9,0.95
842,937.0,311.0,12.2,OK,76.8,25.49
843,43.0,19.0,19.3,OK,2.23,0.98
844,97.0,24.0,25.3,OK,3.83,0.95
845,2.0,1.0,1.5,OK,1.33,0.67
846,22859.0,7394.0,232.2,OK,98.45,31.84
847,8220.0,4236.0,398.2,OK,20.64,10.64
848,12.0,1.0,1.3,OK,9.23,0.77
849,996.0,191.0,189.4,OK,5.26,1.01
850,2837.0,1151.0,774.7,OK,3.66,1.49
851,383.0,162.0,164.0,OK,2.34,0.99
852,3975.0,1941.0,9.5,OK,418.42,204.32
853,16.0,2.0,3.8,OK,4.21,0.53
854,1342.0,412.0,475.2,OK,2.82,0.87
855,13.0,1.0,1.3,OK,10.0,0.77
856,4.0,1.0,1.5,OK,2.67,0.67
857,428.0,302.0,313.5,OK,1.37,0.96
858,87.0,34.0,34.9,OK,2.49,0.97
859,173.0,83.0,85.1,OK,2.03,0.98
860,133.0,44.0,47.1,OK,2.82,0.93
861,3781.0,1040.0,301.8,OK,12.53,3.45
862,17.0,3.0,3.6,OK,4.72,0.83
863,68.0,22.0,24.3,OK,2.8,0.91
864,6379.0,1801.0,229.0,OK,27.86,7.86
865,68.0,34.0,35.7,OK,1.9,0.95
866,13.0,1.0,1.1,OK,11.82,0.91
867,5354.0,3071.0,33.6,OK,159.35,91.4
868,13.0,1.0,0.9,OK,14.44,1.11
869,2415.0,871.0,51.1,OK,47.26,17.05
870,3619.0,1806.0,563.3,OK,6.42,3.21
871,364.0,174.0,167.9,OK,2.17,1.04
872,4.0,1.0,1.2,OK,3.33,0.83
873,5756.0,637.0,633.1,OK,9.09,1.01
874,22.0,8.0,8.4,OK,2.62,0.95
875,403.0,171.0,172.5,OK,2.34,0.99
876,72.0,17.0,17.5,OK,4.11,0.97
877,3.0,1.0,1.1,OK,2.73,0.91
878,2762.0,1287.0,20.0,OK,138.10,64.35
879,45.0,22.0,25.3,OK,1.78,0.87
880,1070.0,377.0,11.1,OK,96.4,33.96
881,33.0,10.0,11.1,OK,2.97,0.9
882,16.0,6.0,6.0,OK,2.67,1.0
883,3589.0,1486.0,306.0,OK,11.73,4.86
884,179.0,122.0,122.9,OK,1.46,0.99
885,193.0,137.0,138.5,OK,1.39,0.99
886,7967.0,3069.0,185.7,OK,42.9,16.53
887,13.0,1.0,1.2,OK,10.83,0.83
888,477.0,229.0,229.4,OK,2.08,1.0
889,1.0,1.0,1.3,OK,0.77,0.77
890,3005.0,1868.0,574.4,OK,5.23,3.25
891,1011.0,318.0,340.4,OK,2.97,0.93
892,204.0,67.0,67.8,OK,3.01,0.99
893,2040.0,1504.0,85.7,OK,23.8,17.55
894,2.0,2.0,2.2,OK,0.91,0.91
895,188.0,112.0,112.1,OK,1.68,1.0
896,41.0,20.0,20.5,OK,2.0,0.98
897,33.0,15.0,17.4,OK,1.9,0.86
898,273.0,146.0,150.7,OK,1.81,0.97
899,1.0,1.0,1.2,OK,0.83,0.83
900,1.0,1.0,1.1,OK,0.91,0.91
901,5.0,1.0,1.2,OK,4.17,0.83
902,576.0,86.0,86.4,OK,6.67,1.0
903,178.0,36.0,39.9,OK,4.46,0.9
904,325.0,150.0,151.0,OK,2.15,0.99
905,4.0,1.0,1.2,OK,3.33,0.83
906,234.0,23.0,22.9,OK,10.22,1.0
907,112.0,94.0,96.1,OK,1.17,0.98
908,1173.0,867.0,42.4,OK,27.67,20.45
909,2.0,1.0,1.0,OK,2.0,1.0
910,6864.0,1227.0,755.6,OK,9.08,1.62
911,76.0,44.0,43.0,OK,1.77,1.02
912,2.0,1.0,1.1,OK,1.82,0.91
913,77.0,26.0,26.7,OK,2.88,0.97
914,402.0,144.0,143.4,OK,2.8,1.0
915,34.0,12.0,13.5,OK,2.52,0.89
916,618.0,490.0,13.8,OK,44.78,35.51
917,626.0,178.0,179.6,OK,3.49,0.99
918,10.0,6.0,7.3,OK,1.37,0.82
919,3672.0,1247.0,114.0,OK,32.21,10.94
920,54.0,33.0,34.0,OK,1.59,0.97
921,3294.0,704.0,10.0,OK,329.4,70.4
922,113.0,22.0,21.2,OK,5.33,1.04
923,139.0,97.0,97.2,OK,1.43,1.0
924,464.0,111.0,111.5,OK,4.16,1.0
925,8132.0,3292.0,265.0,OK,30.69,12.42
926,299.0,115.0,114.6,OK,2.61,1.0
927,2447.0,537.0,517.6,OK,4.73,1.04
928,5430.0,926.0,823.0,OK,6.6,1.13
929,4224.0,1049.0,73.3,OK,57.63,14.31
930,1099.0,176.0,188.2,OK,5.84,0.94
931,8091.0,2092.0,743.6,OK,10.88,2.81
932,124.0,10.0,10.2,OK,12.16,0.98
933,2468.0,686.0,76.8,OK,32.14,8.93
934,187.0,65.0,64.7,OK,2.89,1.0
935,17.0,7.0,7.7,OK,2.21,0.91
936,542.0,215.0,5.8,OK,93.45,37.07
937,4186.0,919.0,919.1,OK,4.55,1.0
938,2641.0,2306.0,0.9,OK,2934.44,2562.22
939,1607.0,428.0,244.1,OK,6.58,1.75
940,9.0,3.0,3.3,OK,2.73,0.91
941,4810.0,533.0,537.3,OK,8.95,0.99
942,987.0,335.0,35.3,OK,27.96,9.49
943,1589.0,484.0,194.9,OK,8.15,2.48
944,1595.0,175.0,176.5,OK,9.04,0.99
945,2576.0,537.0,23.3,OK,110.56,23.05
946,8902.0,823.0,824.0,OK,10.8,1.0
947,5823.0,1584.0,57.7,OK,100.92,27.45
948,9.0,1.0,1.1,OK,8.18,0.91
949,923.0,261.0,83.8,OK,11.01,3.11
950,23.0,3.0,4.1,OK,5.61,0.73
951,3.0,2.0,2.1,OK,1.43,0.95
952,1755.0,379.0,83.1,OK,21.12,4.56
953,9103.0,1820.0,239.3,OK,38.04,7.61
954,4959.0,3027.0,1201.7,OK,4.13,2.52
955,31.0,6.0,6.7,OK,4.63,0.9
956,135.0,35.0,35.0,OK,3.86,1.0
957,0.0,1.0,1.1,OK,,0.91
958,3011.0,397.0,397.8,OK,7.57,1.0
959,119.0,36.0,35.8,OK,3.32,1.01
960,13.0,1.0,1.1,OK,11.82,0.91
961,752.0,352.0,1.0,OK,752.0,352.0
962,7008.0,410.0,414.6,OK,16.9,0.99
963,3707.0,1307.0,53.0,OK,69.94,24.66
964,2.0,1.0,2.0,OK,1.0,0.5
965,264.0,88.0,90.8,OK,2.91,0.97
966,3324.0,2101.0,146.0,OK,22.77,14.39
967,1216.0,438.0,12.8,OK,95.00,34.22
968,76.0,2.0,68.5,OK,1.11,0.03
969,13.0,1.0,1.4,OK,9.29,0.71
970,1.0,1.0,1.1,OK,0.91,0.91
971,1918.0,230.0,229.4,OK,8.36,1.0
972,5895.0,1795.0,235.4,OK,25.04,7.63
973,157.0,106.0,108.4,OK,1.45,0.98
974,2.0,2.0,2.5,OK,0.8,0.8
975,4252.0,2524.0,167.0,OK,25.46,15.11
976,807.0,239.0,111.4,OK,7.24,2.15
977,3406.0,878.0,575.7,OK,5.92,1.53
978,0.0,1.0,1.2,OK,,0.83
979,31.0,12.0,13.9,OK,2.23,0.86
980,171.0,138.0,138.5,OK,1.23,1.0
981,31.0,16.0,17.6,OK,1.76,0.91
982,6.0,4.0,4.3,OK,1.4,0.93
983,3665.0,275.0,285.5,OK,12.84,0.96
984,2779.0,1264.0,6.0,OK,463.17,210.67
985,73.0,51.0,50.5,OK,1.45,1.01
986,340.0,122.0,123.4,OK,2.76,0.99
987,71.0,41.0,41.8,OK,1.7,0.98
988,1.0,1.0,1.1,OK,0.91,0.91
989,3061.0,2310.0,537.4,OK,5.70,4.30
990,221.0,155.0,157.4,OK,1.4,0.98
991,37.0,14.0,15.0,OK,2.47,0.93
992,23.0,8.0,8.3,OK,2.77,0.96
993,6.0,5.0,5.1,OK,1.18,0.98
994,6410.0,2951.0,345.1,OK,18.57,8.55
995,2678.0,71.0,80.9,OK,33.1,0.88
996,458.0,117.0,117.9,OK,3.88,0.99
997,0.0,1.0,1.0,OK,,1.0
998,310.2,310.2,59.1,OK,5.25,5.25
999,0.7,0.7,0.8,OK,0.88,0.88
1000,14.4,14.4,9.5,OK,1.52,1.52
